"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"S000000889" "MATCH" "1" "AIM10" "S. cerevisiae" "Altered Inheritance rate of Mitochondria" "1731" "YER087W" "S000000889" "ORF"
"S000003911" "MATCH" "1" "DAN1" "S. cerevisiae" "Delayed ANaerobic" "897" "YJR150C" "S000003911" "ORF"
"S000000888" "MATCH" "1" "ILV1" "S. cerevisiae" "IsoLeucine-plus-Valine requiring" "1731" "YER086W" "S000000888" "ORF"
"S000003910" "MATCH" "1" "" "S. cerevisiae" "" "1215" "YJR149W" "S000003910" "ORF"
"S000000887" "MATCH" "1" "" "S. cerevisiae" "" "522" "YER085C" "S000000887" "ORF"
"S000000893" "MATCH" "1" "MET6" "S. cerevisiae" "METhionine requiring" "2304" "YER091C" "S000000893" "ORF"
"S000000892" "MATCH" "1" "TRP2" "S. cerevisiae" "TRyPtophan" "1524" "YER090W" "S000000892" "ORF"
"S000006199" "MATCH" "1" "" "S. cerevisiae" "" "303" "YPL278C" "S000006199" "ORF"
"S000000891" "MATCH" "1" "PTC2" "S. cerevisiae" "Phosphatase Two C" "1395" "YER089C" "S000000891" "ORF"
"S000000890" "MATCH" "1" "DOT6" "S. cerevisiae" "Disruptor Of Telomeric silencing" "2013" "YER088C" "S000000890" "ORF"
"S000006198" "MATCH" "1" "" "S. cerevisiae" "" "1464" "YPL277C" "S000006198" "ORF"
"S000006195" "MATCH" "1" "SAM3" "S. cerevisiae" "S-AdenosylMethionine metabolism" "1764" "YPL274W" "S000006195" "ORF"
"S000006193" "MATCH" "1" "PBI1" "S. cerevisiae" "PSTB2 Interacting protein 1" "1554" "YPL272C" "S000006193" "ORF"
"S000006194" "MATCH" "1" "SAM4" "S. cerevisiae" "S-AdenosylMethionine metabolism" "978" "YPL273W" "S000006194" "ORF"
"S000006191" "MATCH" "1" "MDL2" "S. cerevisiae" "MultiDrug resistance-Like" "2322" "YPL270W" "S000006191" "ORF"
"S000006192" "MATCH" "1" "ATP15" "S. cerevisiae" "ATP synthase" "189" "YPL271W" "S000006192" "ORF"
"S000005728" "MATCH" "1" "HIS3" "S. cerevisiae" "HIStidine" "663" "YOR202W" "S000005728" "ORF"
"S000000039" "MATCH" "1" "CDC24" "S. cerevisiae" "Cell Division Cycle" "2565" "YAL041W" "S000000039" "ORF"
"S000005727" "MATCH" "1" "MRM1" "S. cerevisiae" "Mitochondrial rRNA Methyltransferase" "1239" "YOR201C" "S000005727" "ORF"
"S000000038" "MATCH" "1" "CLN3" "S. cerevisiae" "CycLiN" "1743" "YAL040C" "S000000038" "ORF"
"S000000037" "MATCH" "1" "CYC3" "S. cerevisiae" "CYtochrome C" "810" "YAL039C" "S000000037" "ORF"
"S000000036" "MATCH" "1" "CDC19" "S. cerevisiae" "Cell Division Cycle" "1503" "YAL038W" "S000000036" "ORF"
"S000005724" "MATCH" "1" "BFR1" "S. cerevisiae" "BreFeldin A Resistance" "1413" "YOR198C" "S000005724" "ORF"
"S000001367" "MATCH" "1" "SLM1" "S. cerevisiae" "Synthetic Lethal with Mss4" "2061" "YIL105C" "S000001367" "ORF"
"S000005723" "MATCH" "1" "MCA1" "S. cerevisiae" "MetaCAspase" "1299" "YOR197W" "S000005723" "ORF"
"S000002699" "MATCH" "1" "HRQ1" "S. cerevisiae" "Homologous to RecQ protein" "3234" "YDR291W" "S000002699" "ORF"
"S000001368" "MATCH" "1" "MOB1" "S. cerevisiae" "Mps One Binder" "1030" "YIL106W" "S000001368" "ORF"
"S000001369" "MATCH" "1" "PFK26" "S. cerevisiae" "6-PhosphoFructo-2-Kinase" "2484" "YIL107C" "S000001369" "ORF"
"S000004400" "MATCH" "1" "BLS1" "S. cerevisiae" "BLoS1-homolog" "369" "YLR408C" "S000004400" "ORF"
"S000005731" "MATCH" "1" "GEP3" "S. cerevisiae" "GEnetic interactors of Prohibitins" "1671" "YOR205C" "S000005731" "ORF"
"S000000042" "MATCH" "1" "GCV3" "S. cerevisiae" "GlyCine cleaVage" "513" "YAL044C" "S000000042" "ORF"
"S000001374" "MATCH" "1" "HOS4" "S. cerevisiae" "Hda One Similar" "3252" "YIL112W" "S000001374" "ORF"
"S000005730" "MATCH" "1" "DED1" "S. cerevisiae" "Defines Essential Domain" "1815" "YOR204W" "S000005730" "ORF"
"S000000041" "MATCH" "1" "PTA1" "S. cerevisiae" "Pre-Trna Accumulation" "2358" "YAL043C" "S000000041" "ORF"
"S000001375" "MATCH" "1" "SDP1" "S. cerevisiae" "Stress-inducible Dual specificity Phosphatase" "630" "YIL113W" "S000001375" "ORF"
"S000004402" "MATCH" "1" "VIP1" "S. cerevisiae" "" "3441" "YLR410W" "S000004402" "ORF"
"S000005733" "MATCH" "1" "RET1" "S. cerevisiae" "Reduced Efficiency of Termination" "3450" "YOR207C" "S000005733" "ORF"
"S000000040" "MATCH" "1" "ERV46" "S. cerevisiae" "ER Vesicle" "1248" "YAL042W" "S000000040" "ORF"
"S000001376" "MATCH" "1" "POR2" "S. cerevisiae" "PORin" "846" "YIL114C" "S000001376" "ORF"
"S000004401" "MATCH" "1" "UTP21" "S. cerevisiae" "U Three Protein" "2820" "YLR409C" "S000004401" "ORF"
"S000005732" "MATCH" "1" "NOC2" "S. cerevisiae" "NucleOlar Complex associated" "2133" "YOR206W" "S000005732" "ORF"
"S000001377" "MATCH" "1" "NUP159" "S. cerevisiae" "NUclear Pore" "4383" "YIL115C" "S000001377" "ORF"
"S000000046" "MATCH" "1" "GEM1" "S. cerevisiae" "GTPase EF-hand protein of Mitochondria" "1989" "YAL048C" "S000000046" "ORF"
"S000001370" "MATCH" "1" "" "S. cerevisiae" "" "2091" "YIL108W" "S000001370" "ORF"
"S000000045" "MATCH" "1" "SPC72" "S. cerevisiae" "Spindle Pole Component" "1869" "YAL047C" "S000000045" "ORF"
"S000001371" "MATCH" "1" "SEC24" "S. cerevisiae" "SECretory" "2781" "YIL109C" "S000001371" "ORF"
"S000000044" "MATCH" "1" "BOL3" "S. cerevisiae" "BolA-like protein" "357" "YAL046C" "S000000044" "ORF"
"S000001372" "MATCH" "1" "HPM1" "S. cerevisiae" "Histidine Protein Methyltransferase" "1134" "YIL110W" "S000001372" "ORF"
"S000001373" "MATCH" "1" "COX5B" "S. cerevisiae" "Cytochrome c OXidase" "544" "YIL111W" "S000001373" "ORF"
"S000005717" "MATCH" "1" "ULS1" "S. cerevisiae" "Ubiquitin Ligase for SUMO conjugates" "4860" "YOR191W" "S000005717" "ORF"
"S000000028" "MATCH" "1" "SNC1" "S. cerevisiae" "Suppressor of the Null allele of CAP" "467" "YAL030W" "S000000028" "ORF"
"S000005716" "MATCH" "1" "SPR1" "S. cerevisiae" "SPorulation Regulated" "1338" "YOR190W" "S000005716" "ORF"
"S000000027" "MATCH" "1" "MYO4" "S. cerevisiae" "MYOsin" "4416" "YAL029C" "S000000027" "ORF"
"S000029705" "MATCH" "1" "" "S. cerevisiae" "" "472" "YCL012C" "S000029705" "ORF"
"S000005719" "MATCH" "1" "PEX27" "S. cerevisiae" "PEroXisome related" "1131" "YOR193W" "S000005719" "ORF"
"S000000026" "MATCH" "1" "FRT2" "S. cerevisiae" "Functionally Related to TCP1" "1587" "YAL028W" "S000000026" "ORF"
"S000029704" "MATCH" "1" "NBL1" "S. cerevisiae" "N-terminal-Borealin Like protein" "289" "YHR199C-A" "S000029704" "ORF"
"S000005718" "MATCH" "1" "THI72" "S. cerevisiae" "THI7 homolog 2" "1800" "YOR192C" "S000005718" "ORF"
"S000000025" "MATCH" "1" "SAW1" "S. cerevisiae" "Single-strand Annealing Weakened" "786" "YAL027W" "S000000025" "ORF"
"S000005713" "MATCH" "1" "TUF1" "S. cerevisiae" "" "1314" "YOR187W" "S000005713" "ORF"
"S000002687" "MATCH" "1" "RNH202" "S. cerevisiae" "RNase H" "1053" "YDR279W" "S000002687" "ORF"
"S000001356" "MATCH" "1" "LYS12" "S. cerevisiae" "LYSine requiring" "1116" "YIL094C" "S000001356" "ORF"
"S000005712" "MATCH" "1" "" "S. cerevisiae" "" "435" "YOR186W" "S000005712" "ORF"
"S000002688" "MATCH" "1" "RRP45" "S. cerevisiae" "Ribosomal RNA Processing" "918" "YDR280W" "S000002688" "ORF"
"S000001357" "MATCH" "1" "PRK1" "S. cerevisiae" "p53 Regulatory Kinase" "2433" "YIL095W" "S000001357" "ORF"
"S000005715" "MATCH" "1" "IES4" "S. cerevisiae" "Ino Eighty Subunit" "351" "YOR189W" "S000005715" "ORF"
"S000002689" "MATCH" "1" "PHM6" "S. cerevisiae" "PHosphate Metabolism" "315" "YDR281C" "S000002689" "ORF"
"S000001358" "MATCH" "1" "BMT5" "S. cerevisiae" "Base Methyltransferase of Twenty five S rRNA 5" "1011" "YIL096C" "S000001358" "ORF"
"S000005714" "MATCH" "1" "MSB1" "S. cerevisiae" "Multicopy Suppression of a Budding defect" "3414" "YOR188W" "S000005714" "ORF"
"S000000029" "MATCH" "1" "GIP4" "S. cerevisiae" "Glc7 Interacting Protein" "2283" "YAL031C" "S000000029" "ORF"
"S000001359" "MATCH" "1" "FYV10" "S. cerevisiae" "Function required for Yeast Viability" "1551" "YIL097W" "S000001359" "ORF"
"S000005720" "MATCH" "1" "TOA1" "S. cerevisiae" "" "861" "YOR194C" "S000005720" "ORF"
"S000000031" "MATCH" "1" "POP5" "S. cerevisiae" "Processing Of Precursor RNAs" "522" "YAL033W" "S000000031" "ORF"
"S000002694" "MATCH" "1" "MGP12" "S. cerevisiae" "Mitochondrial Glutaredoxin-like Protein of 12 kDa" "345" "YDR286C" "S000002694" "ORF"
"S000001363" "MATCH" "1" "XBP1" "S. cerevisiae" "XhoI site-Binding Protein" "1944" "YIL101C" "S000001363" "ORF"
"S000000030" "MATCH" "1" "PRP45" "S. cerevisiae" "Pre-mRNA Processing" "1140" "YAL032C" "S000000030" "ORF"
"S000002695" "MATCH" "1" "INM2" "S. cerevisiae" "INositol Monophosphatase" "879" "YDR287W" "S000002695" "ORF"
"S000001364" "MATCH" "1" "" "S. cerevisiae" "" "306" "YIL102C" "S000001364" "ORF"
"S000005722" "MATCH" "1" "LIP5" "S. cerevisiae" "LIPoic acid" "1245" "YOR196C" "S000005722" "ORF"
"S000002696" "MATCH" "1" "NSE3" "S. cerevisiae" "Non SMC Element" "912" "YDR288W" "S000002696" "ORF"
"S000001365" "MATCH" "1" "DPH1" "S. cerevisiae" "DiPHthamide biosynthesis" "1278" "YIL103W" "S000001365" "ORF"
"S000005721" "MATCH" "1" "SLK19" "S. cerevisiae" "Synthetic Lethal Kar3p" "2466" "YOR195W" "S000005721" "ORF"
"S000002697" "MATCH" "1" "RTT103" "S. cerevisiae" "Regulator of Ty1 Transposition" "1230" "YDR289C" "S000002697" "ORF"
"S000001366" "MATCH" "1" "SHQ1" "S. cerevisiae" "Small nucleolar RNAs of the box H/ACA family Quantitative accumulation" "1524" "YIL104C" "S000001366" "ORF"
"S000000035" "MATCH" "1" "" "S. cerevisiae" "" "804" "YAL037W" "S000000035" "ORF"
"S000002690" "MATCH" "1" "MRX10" "S. cerevisiae" "Mitochondrial oRganization of gene eXpression (MIOREX)" "1245" "YDR282C" "S000002690" "ORF"
"S000000034" "MATCH" "1" "RBG1" "S. cerevisiae" "RiBosome interacting Gtpase" "1110" "YAL036C" "S000000034" "ORF"
"S000002691" "MATCH" "1" "GCN2" "S. cerevisiae" "General Control Nonderepressible" "4980" "YDR283C" "S000002691" "ORF"
"S000001360" "MATCH" "1" "FMC1" "S. cerevisiae" "Formation of Mitochondrial Complexes" "468" "YIL098C" "S000001360" "ORF"
"S000000033" "MATCH" "1" "FUN12" "S. cerevisiae" "Function Unknown Now" "3009" "YAL035W" "S000000033" "ORF"
"S000002692" "MATCH" "1" "DPP1" "S. cerevisiae" "Diacylglycerol Pyrophosphate Phosphatase" "870" "YDR284C" "S000002692" "ORF"
"S000001361" "MATCH" "1" "SGA1" "S. cerevisiae" "Sporulation-specific GlycoAmylase" "1650" "YIL099W" "S000001361" "ORF"
"S000000032" "MATCH" "1" "MTW1" "S. cerevisiae" "Mis TWelve-like" "870" "YAL034W-A" "S000000032" "ORF"
"S000002693" "MATCH" "1" "ZIP1" "S. cerevisiae" "molecular ZIPper" "2628" "YDR285W" "S000002693" "ORF"
"S000004419" "MATCH" "1" "MAG2" "S. cerevisiae" "" "2013" "YLR427W" "S000004419" "ORF"
"S000004418" "MATCH" "1" "TDA5" "S. cerevisiae" "Topoisomerase I Damage Affected" "1052" "YLR426W" "S000004418" "ORF"
"S000005749" "MATCH" "1" "DSC3" "S. cerevisiae" "Defective for SREBP Cleavage" "879" "YOR223W" "S000005749" "ORF"
"S000000059" "MATCH" "1" "FLO9" "S. cerevisiae" "FLOcculation" "3969" "YAL063C" "S000000059" "ORF"
"S000000058" "MATCH" "1" "GDH3" "S. cerevisiae" "Glutamate DeHydrogenase" "1374" "YAL062W" "S000000058" "ORF"
"S000004415" "MATCH" "1" "ATG17" "S. cerevisiae" "AuTophaGy related" "1254" "YLR423C" "S000004415" "ORF"
"S000005746" "MATCH" "1" "RCN2" "S. cerevisiae" "Regulator of CalciNeurin" "798" "YOR220W" "S000005746" "ORF"
"S000001389" "MATCH" "1" "RRT14" "S. cerevisiae" "Regulator of rDNA Transcription" "621" "YIL127C" "S000001389" "ORF"
"S000004414" "MATCH" "1" "DCK1" "S. cerevisiae" "DoCK1 homolog" "5799" "YLR422W" "S000004414" "ORF"
"S000005745" "MATCH" "1" "STE13" "S. cerevisiae" "STErile" "2796" "YOR219C" "S000005745" "ORF"
"S000004417" "MATCH" "1" "TUS1" "S. cerevisiae" "TOR Unique function Suppressor" "3924" "YLR425W" "S000004417" "ORF"
"S000005748" "MATCH" "1" "ODC2" "S. cerevisiae" "OxoDicarboxylate Carrier" "924" "YOR222W" "S000005748" "ORF"
"S000004416" "MATCH" "1" "SPP382" "S. cerevisiae" "Suppressor of PrP38 #2" "2127" "YLR424W" "S000004416" "ORF"
"S000005747" "MATCH" "1" "MCT1" "S. cerevisiae" "Malonyl-CoA:ACP Transferase" "1083" "YOR221C" "S000005747" "ORF"
"S000004422" "MATCH" "1" "SEN1" "S. cerevisiae" "Splicing ENdonuclease" "6696" "YLR430W" "S000004422" "ORF"
"S000005753" "MATCH" "1" "HER1" "S. cerevisiae" "Hmg2p ER Remodeling" "3741" "YOR227W" "S000005753" "ORF"
"S000000064" "MATCH" "1" "SWD1" "S. cerevisiae" "Set1c, WD40 repeat protein" "1281" "YAR003W" "S000000064" "ORF"
"S000001396" "MATCH" "1" "FLX1" "S. cerevisiae" "FLavin eXchange" "936" "YIL134W" "S000001396" "ORF"
"S000004421" "MATCH" "1" "CRN1" "S. cerevisiae" "CoRoNin" "1956" "YLR429W" "S000004421" "ORF"
"S000005752" "MATCH" "1" "ISU2" "S. cerevisiae" "IscU homolog" "471" "YOR226C" "S000005752" "ORF"
"S000000063" "MATCH" "1" "NUP60" "S. cerevisiae" "NUclear Pore" "1620" "YAR002W" "S000000063" "ORF"
"S000001397" "MATCH" "1" "VHS2" "S. cerevisiae" "Viable in a Hal3 Sit4 background" "1311" "YIL135C" "S000001397" "ORF"
"S000004424" "MATCH" "1" "IMD3" "S. cerevisiae" "IMP Dehydrogenase" "1572" "YLR432W" "S000004424" "ORF"
"S000005755" "MATCH" "1" "WTM2" "S. cerevisiae" "WD repeat containing Transcriptional Modulator" "1404" "YOR229W" "S000005755" "ORF"
"S000000062" "MATCH" "1" "SEO1" "S. cerevisiae" "Suppressor of sulfoxyde EthiOnine resistance" "1782" "YAL067C" "S000000062" "ORF"
"S000001398" "MATCH" "1" "OM45" "S. cerevisiae" "Outer Membrane" "1182" "YIL136W" "S000001398" "ORF"
"S000004423" "MATCH" "1" "ATG23" "S. cerevisiae" "AuTophaGy related" "1362" "YLR431C" "S000004423" "ORF"
"S000005754" "MATCH" "1" "MCP1" "S. cerevisiae" "Mdm10 Complementing Protein" "909" "YOR228C" "S000005754" "ORF"
"S000001399" "MATCH" "1" "TMA108" "S. cerevisiae" "Translation Machinery Associated" "2841" "YIL137C" "S000001399" "ORF"
"S000000068" "MATCH" "1" "" "S. cerevisiae" "" "" "YAR010C" "S000000068" "TransposableElementGene"
"S000001392" "MATCH" "1" "ASG1" "S. cerevisiae" "Activator of Stress Genes" "2895" "YIL130W" "S000001392" "ORF"
"S000000067" "MATCH" "1" "" "S. cerevisiae" "" "" "YAR009C" "S000000067" "TransposableElementGene"
"S000001393" "MATCH" "1" "FKH1" "S. cerevisiae" "ForK head Homolog" "1455" "YIL131C" "S000001393" "ORF"
"S000000066" "MATCH" "1" "SEN34" "S. cerevisiae" "Splicing ENdonuclease" "828" "YAR008W" "S000000066" "ORF"
"S000001394" "MATCH" "1" "CSM2" "S. cerevisiae" "Chromosome Segregation in Meiosis" "642" "YIL132C" "S000001394" "ORF"
"S000005750" "MATCH" "1" "RPB8" "S. cerevisiae" "RNA Polymerase B" "441" "YOR224C" "S000005750" "ORF"
"S000000065" "MATCH" "1" "RFA1" "S. cerevisiae" "Replication Factor A" "1866" "YAR007C" "S000000065" "ORF"
"S000001395" "MATCH" "1" "RPL16A" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "890" "YIL133C" "S000001395" "ORF"
"S000001390" "MATCH" "1" "MET18" "S. cerevisiae" "METhionine requiring" "3099" "YIL128W" "S000001390" "ORF"
"S000001391" "MATCH" "1" "TAO3" "S. cerevisiae" "Transcriptional Activator of OCH1" "7131" "YIL129C" "S000001391" "ORF"
"S000000060" "MATCH" "1" "" "S. cerevisiae" "" "285" "YAL064W" "S000000060" "ORF"
"S000005739" "MATCH" "1" "SAS5" "S. cerevisiae" "Something About Silencing" "747" "YOR213C" "S000005739" "ORF"
"S000004407" "MATCH" "1" "" "S. cerevisiae" "" "339" "YLR415C" "S000004407" "ORF"
"S000005738" "MATCH" "1" "STE4" "S. cerevisiae" "STErile" "1272" "YOR212W" "S000005738" "ORF"
"S000000049" "MATCH" "1" "FLC2" "S. cerevisiae" "FLavin Carrier" "2352" "YAL053W" "S000000049" "ORF"
"S000000048" "MATCH" "1" "OAF1" "S. cerevisiae" "Oleate-Activated transcription Factor" "3144" "YAL051W" "S000000048" "ORF"
"S000004409" "MATCH" "1" "VPS36" "S. cerevisiae" "Vacuolar Protein Sorting" "1701" "YLR417W" "S000004409" "ORF"
"S000000047" "MATCH" "1" "AIM2" "S. cerevisiae" "Altered Inheritance rate of Mitochondria" "741" "YAL049C" "S000000047" "ORF"
"S000004404" "MATCH" "1" "BER1" "S. cerevisiae" "Benomyl REsistant 1" "825" "YLR412W" "S000004404" "ORF"
"S000005735" "MATCH" "1" "NPT1" "S. cerevisiae" "Nicotinate PhosphoribosylTransferase" "1290" "YOR209C" "S000005735" "ORF"
"S000001378" "MATCH" "1" "HIS5" "S. cerevisiae" "HIStidine requiring" "1158" "YIL116W" "S000001378" "ORF"
"S000004403" "MATCH" "1" "CTR3" "S. cerevisiae" "Copper TRansport" "726" "YLR411W" "S000004403" "ORF"
"S000005734" "MATCH" "1" "PTP2" "S. cerevisiae" "Protein Tyrosine Phosphatase" "2253" "YOR208W" "S000005734" "ORF"
"S000001379" "MATCH" "1" "PRM5" "S. cerevisiae" "Pheromone-Regulated Membrane protein" "957" "YIL117C" "S000001379" "ORF"
"S000004406" "MATCH" "1" "PUN1" "S. cerevisiae" "Plasma membrane protein Upregulated during Nitrogen stress" "792" "YLR414C" "S000004406" "ORF"
"S000005737" "MATCH" "1" "MGM1" "S. cerevisiae" "Mitochondrial Genome Maintenance" "2646" "YOR211C" "S000005737" "ORF"
"S000004405" "MATCH" "1" "INA1" "S. cerevisiae" "INdicator of Abscission" "2028" "YLR413W" "S000004405" "ORF"
"S000005736" "MATCH" "1" "RPB10" "S. cerevisiae" "RNA Polymerase B" "213" "YOR210W" "S000005736" "ORF"
"S000004411" "MATCH" "1" "" "S. cerevisiae" "" "4308" "YLR419W" "S000004411" "ORF"
"S000005742" "MATCH" "1" "RUD3" "S. cerevisiae" "Relieves Uso1-1 transport Defect" "1455" "YOR216C" "S000005742" "ORF"
"S000001385" "MATCH" "1" "SIM1" "S. cerevisiae" "Start Independent of Mitosis" "1431" "YIL123W" "S000001385" "ORF"
"S000004410" "MATCH" "1" "CDC73" "S. cerevisiae" "Cell Division Cycle" "1182" "YLR418C" "S000004410" "ORF"
"S000005741" "MATCH" "1" "AIM41" "S. cerevisiae" "Altered Inheritance of Mitochondria" "558" "YOR215C" "S000005741" "ORF"
"S000000052" "MATCH" "1" "GPB2" "S. cerevisiae" "" "2643" "YAL056W" "S000000052" "ORF"
"S000001386" "MATCH" "1" "AYR1" "S. cerevisiae" "1-AcyldihYdroxyacetone-phosphate Reductase" "894" "YIL124W" "S000001386" "ORF"
"S000004413" "MATCH" "1" "RPN13" "S. cerevisiae" "Regulatory Particle Non-ATPase" "471" "YLR421C" "S000004413" "ORF"
"S000000051" "MATCH" "1" "PEX22" "S. cerevisiae" "PEroXisome related" "543" "YAL055W" "S000000051" "ORF"
"S000001387" "MATCH" "1" "KGD1" "S. cerevisiae" "alpha-KetoGlutarate Dehydrogenase" "3045" "YIL125W" "S000001387" "ORF"
"S000004412" "MATCH" "1" "URA4" "S. cerevisiae" "URAcil requiring" "1095" "YLR420W" "S000004412" "ORF"
"S000005743" "MATCH" "1" "RFC1" "S. cerevisiae" "Replication Factor C" "2586" "YOR217W" "S000005743" "ORF"
"S000000050" "MATCH" "1" "ACS1" "S. cerevisiae" "Acetyl CoA Synthetase" "2142" "YAL054C" "S000000050" "ORF"
"S000001388" "MATCH" "1" "STH1" "S. cerevisiae" "SNF Two Homolog" "4080" "YIL126W" "S000001388" "ORF"
"S000000057" "MATCH" "1" "BDH2" "S. cerevisiae" "" "1254" "YAL061W" "S000000057" "ORF"
"S000001381" "MATCH" "1" "RPI1" "S. cerevisiae" "Ras-cAMP Pathway Inhibitor" "1224" "YIL119C" "S000001381" "ORF"
"S000000056" "MATCH" "1" "BDH1" "S. cerevisiae" "Butanediol DeHydrogenase" "1149" "YAL060W" "S000000056" "ORF"
"S000001382" "MATCH" "1" "QDR1" "S. cerevisiae" "QuiniDine Resistance" "1692" "YIL120W" "S000001382" "ORF"
"S000005740" "MATCH" "1" "SPR2" "S. cerevisiae" "SPorulation-Regulated" "711" "YOR214C" "S000005740" "ORF"
"S000000055" "MATCH" "1" "ECM1" "S. cerevisiae" "ExtraCellular Mutant" "639" "YAL059W" "S000000055" "ORF"
"S000001383" "MATCH" "1" "QDR2" "S. cerevisiae" "QuiniDine Resistance" "1629" "YIL121W" "S000001383" "ORF"
"S000000054" "MATCH" "1" "CNE1" "S. cerevisiae" "CalNExin and calreticulin homolog" "1509" "YAL058W" "S000000054" "ORF"
"S000001384" "MATCH" "1" "POG1" "S. cerevisiae" "Promoter Of Growth" "1056" "YIL122W" "S000001384" "ORF"
"S000001380" "MATCH" "1" "RHO3" "S. cerevisiae" "Ras HOmolog" "696" "YIL118W" "S000001380" "ORF"
"S000001327" "MATCH" "1" "FIS1" "S. cerevisiae" "mitochondrial FISsion" "468" "YIL065C" "S000001327" "ORF"
"S000003989" "MATCH" "1" "" "S. cerevisiae" "" "3717" "YLL066C" "S000003989" "ORF"
"S000002659" "MATCH" "1" "PAM1" "S. cerevisiae" "Pp2A Multicopy suppressor" "2493" "YDR251W" "S000002659" "ORF"
"S000001328" "MATCH" "1" "RNR3" "S. cerevisiae" "RiboNucleotide Reductase" "2610" "YIL066C" "S000001328" "ORF"
"S000001329" "MATCH" "1" "" "S. cerevisiae" "" "2037" "YIL067C" "S000001329" "ORF"
"S000003986" "MATCH" "1" "AYT1" "S. cerevisiae" "AcetYlTransferase" "1425" "YLL063C" "S000003986" "ORF"
"S000002654" "MATCH" "1" "TRS23" "S. cerevisiae" "TRapp Subunit" "660" "YDR246W" "S000002654" "ORF"
"S000001323" "MATCH" "1" "SNP1" "S. cerevisiae" "" "903" "YIL061C" "S000001323" "ORF"
"S000003985" "MATCH" "1" "MHT1" "S. cerevisiae" "S-Methylmethionine-Homocysteine methylTransferase" "975" "YLL062C" "S000003985" "ORF"
"S000002655" "MATCH" "1" "VHS1" "S. cerevisiae" "Viable in a Hal3 Sit4 background" "1386" "YDR247W" "S000002655" "ORF"
"S000001324" "MATCH" "1" "ARC15" "S. cerevisiae" "ARp2/3 Complex subunit" "465" "YIL062C" "S000001324" "ORF"
"S000002656" "MATCH" "1" "" "S. cerevisiae" "" "582" "YDR248C" "S000002656" "ORF"
"S000001325" "MATCH" "1" "YRB2" "S. cerevisiae" "Yeast Ran Binder" "984" "YIL063C" "S000001325" "ORF"
"S000003987" "MATCH" "1" "PAU18" "S. cerevisiae" "seriPAUperin" "363" "YLL064C" "S000003987" "ORF"
"S000002657" "MATCH" "1" "" "S. cerevisiae" "" "1122" "YDR249C" "S000002657" "ORF"
"S000001326" "MATCH" "1" "EFM4" "S. cerevisiae" "Elongation Factor Methyltransferase" "774" "YIL064W" "S000001326" "ORF"
"S000003993" "MATCH" "1" "CMS1" "S. cerevisiae" "Complementation of Mcm-10 Suppressor" "876" "YLR003C" "S000003993" "ORF"
"S000002661" "MATCH" "1" "MET32" "S. cerevisiae" "METhionine requiring" "576" "YDR253C" "S000002661" "ORF"
"S000001330" "MATCH" "1" "SEC6" "S. cerevisiae" "SECretory" "2418" "YIL068C" "S000001330" "ORF"
"S000003992" "MATCH" "1" "NOC3" "S. cerevisiae" "NucleOlar Complex associated" "1992" "YLR002C" "S000003992" "ORF"
"S000002662" "MATCH" "1" "CHL4" "S. cerevisiae" "CHromosome Loss" "1377" "YDR254W" "S000002662" "ORF"
"S000001331" "MATCH" "1" "RPS24B" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "817" "YIL069C" "S000001331" "ORF"
"S000003995" "MATCH" "1" "SSL1" "S. cerevisiae" "Suppressor of Stem-Loop mutation" "1386" "YLR005W" "S000003995" "ORF"
"S000002663" "MATCH" "1" "RMD5" "S. cerevisiae" "Required for Meiotic nuclear Division" "1266" "YDR255C" "S000002663" "ORF"
"S000001332" "MATCH" "1" "MAM33" "S. cerevisiae" "Mitochondrial Acidic Matrix protein" "801" "YIL070C" "S000001332" "ORF"
"S000003994" "MATCH" "1" "THI73" "S. cerevisiae" "THIamine regulon" "1572" "YLR004C" "S000003994" "ORF"
"S000002664" "MATCH" "1" "CTA1" "S. cerevisiae" "CaTalase A" "1548" "YDR256C" "S000002664" "ORF"
"S000001333" "MATCH" "1" "PCI8" "S. cerevisiae" "Proteasome-COP9 signalosome (CSN)-eIF3" "1335" "YIL071C" "S000001333" "ORF"
